x_m;y_m;w_tr_right_m;w_tr_left_m;z_m
687.41153820;-2004.98135000;6.00000000;6.00000000;30.30000000
694.15132490;-2006.43255000;6.00000000;6.00000000;30.00000000
700.88785020;-2007.91245000;6.00000000;6.00000000;29.70000000
707.62437960;-2009.39251000;6.00000000;6.00000000;29.40000000
714.36089860;-2010.87242000;6.00000000;6.00000000;29.20000000
721.09786570;-2012.35233000;6.00000000;6.00000000;28.90000000
727.89223120;-2012.94133000;6.00000000;6.00000000;28.60000000
734.72390810;-2012.96581000;6.00000000;6.00000000;28.30000000
741.44368430;-2011.75038000;6.00000000;6.00000000;28.00000000
748.07729870;-2009.58039000;6.00000000;6.00000000;27.60000000
754.55358460;-2006.78853000;6.00000000;6.00000000;27.30000000
760.84077830;-2003.24966000;6.00000000;6.00000000;27.10000000
766.19656260;-1997.82517000;6.00000000;6.00000000;26.90000000
771.19099680;-1991.66911000;6.00000000;6.00000000;26.60000000
775.97325200;-1985.26576000;6.00000000;6.00000000;26.40000000
780.00446100;-1977.98650000;6.00000000;6.00000000;26.10000000
784.03566310;-1970.70723000;6.00000000;6.00000000;25.70000000
786.57097850;-1962.37665000;6.00000000;6.00000000;25.30000000
788.92567980;-1953.91916000;6.00000000;6.00000000;24.80000000
791.50830940;-1945.57825000;6.00000000;6.00000000;24.20000000
794.12007430;-1937.25225000;6.00000000;6.00000000;23.90000000
796.65507690;-1928.88600000;6.00000000;6.00000000;23.60000000
799.10664700;-1920.47622000;6.00000000;6.00000000;23.30000000
801.55820610;-1912.06644000;6.00000000;6.00000000;23.00000000
804.00986570;-1903.65650000;6.00000000;6.00000000;22.60000000
808.04337680;-1896.68252000;6.00000000;6.00000000;22.30000000
812.59424120;-1889.95504000;6.00000000;6.00000000;22.20000000
818.66673990;-1885.85450000;6.00000000;6.00000000;21.90000000
825.07959410;-1883.12883000;6.00000000;6.00000000;21.70000000
831.86540020;-1882.10664000;6.00000000;6.00000000;21.40000000
838.69715610;-1882.13103000;6.00000000;6.00000000;21.10000000
845.21249160;-1884.38558000;6.00000000;6.00000000;20.80000000
851.36310750;-1888.13075000;6.00000000;6.00000000;20.50000000
856.86789690;-1893.42511000;6.00000000;6.00000000;20.10000000
862.45822800;-1898.35919000;6.00000000;6.00000000;19.70000000
867.08367800;-1904.97284000;6.00000000;6.00000000;19.30000000
871.70843160;-1911.58711000;6.00000000;6.00000000;18.80000000
875.81009220;-1918.77637000;6.00000000;6.00000000;18.30000000
879.91174600;-1925.96564000;6.00000000;6.00000000;17.80000000
884.01339360;-1933.15476000;6.00000000;6.00000000;17.60000000
887.76686570;-1940.66726000;6.00000000;6.00000000;17.30000000
891.51658860;-1948.18331000;6.00000000;6.00000000;17.00000000
894.97985750;-1955.93390000;6.00000000;6.00000000;16.70000000
898.39893010;-1963.71907000;6.00000000;6.00000000;16.50000000
901.67586570;-1971.61024000;6.00000000;6.00000000;16.30000000
904.95291000;-1979.50157000;6.00000000;6.00000000;16.00000000
908.02244830;-1987.53527000;6.00000000;6.00000000;15.70000000
910.91767070;-1995.67716000;6.00000000;6.00000000;15.20000000
913.46982640;-2004.02191000;6.00000000;6.00000000;14.70000000
916.02197180;-2012.36650000;6.00000000;6.00000000;14.20000000
918.43742060;-2020.78146000;6.00000000;6.00000000;13.80000000
920.38988290;-2029.38772000;6.00000000;6.00000000;13.40000000
922.00835120;-2038.13047000;6.00000000;6.00000000;13.20000000
923.62621400;-2046.87338000;6.00000000;6.00000000;13.00000000
925.59663160;-2055.48188000;6.00000000;6.00000000;12.80000000
926.61828560;-2064.38119000;6.00000000;6.00000000;12.60000000
927.63992640;-2073.28050000;6.00000000;6.00000000;12.50000000
928.61958710;-2082.18568000;6.00000000;6.00000000;12.30000000
929.01806810;-2091.17259000;6.00000000;6.00000000;12.20000000
929.41653570;-2100.15951000;6.00000000;6.00000000;12.00000000
929.81499050;-2109.14627000;6.00000000;6.00000000;11.80000000
930.01538750;-2118.14081000;6.00000000;6.00000000;11.60000000
930.37139550;-2127.12125000;6.00000000;6.00000000;11.40000000
930.98368470;-2136.08656000;6.00000000;6.00000000;11.30000000
931.30067530;-2145.04370000;6.00000000;6.00000000;11.30000000
930.37004110;-2153.96548000;6.00000000;6.00000000;11.30000000
929.85424670;-2162.92487000;6.00000000;6.00000000;11.30000000
929.82182360;-2171.92815000;6.00000000;6.00000000;11.30000000
928.76284740;-2180.81612000;6.00000000;6.00000000;11.30000000
927.61312920;-2189.69403000;6.00000000;6.00000000;11.20000000
926.33674490;-2198.53182000;6.00000000;6.00000000;11.20000000
924.26986570;-2207.11870000;6.00000000;6.00000000;11.20000000
922.20321050;-2215.70556000;6.00000000;6.00000000;11.10000000
919.98913630;-2224.19928000;6.00000000;6.00000000;11.10000000
916.44986570;-2231.88074000;6.00000000;6.00000000;11.00000000
913.65737520;-2240.10469000;6.00000000;6.00000000;11.10000000
910.83964940;-2248.30617000;6.00000000;6.00000000;11.10000000
905.99783900;-2254.67082000;6.00000000;6.00000000;11.00000000
901.26694420;-2261.14732000;6.00000000;6.00000000;11.10000000
897.86187640;-2268.96167000;6.00000000;6.00000000;11.20000000
893.50800560;-2275.83391000;6.00000000;6.00000000;11.40000000
888.74089810;-2282.29560000;6.00000000;6.00000000;11.60000000
883.96811770;-2288.75015000;6.00000000;6.00000000;11.70000000
879.07703140;-2295.04265000;6.00000000;6.00000000;11.90000000
873.77886570;-2300.74170000;6.00000000;6.00000000;12.00000000
868.48171090;-2306.44073000;6.00000000;6.00000000;12.00000000
863.18411610;-2312.13977000;6.00000000;6.00000000;12.30000000
857.59709330;-2317.30751000;6.00000000;6.00000000;12.40000000
851.67057070;-2321.80208000;6.00000000;6.00000000;12.60000000
845.74404910;-2326.29650000;6.00000000;6.00000000;12.70000000
839.81752750;-2330.79106000;6.00000000;6.00000000;12.80000000
833.42552880;-2333.93697000;6.00000000;6.00000000;12.90000000
826.96939570;-2336.90111000;6.00000000;6.00000000;13.00000000
820.51390810;-2339.86510000;6.00000000;6.00000000;13.00000000
813.95899080;-2342.03932000;6.00000000;6.00000000;13.00000000
807.20485880;-2343.06977000;6.00000000;6.00000000;13.00000000
800.50633950;-2344.85834000;6.00000000;6.00000000;13.10000000
793.80447940;-2346.59719000;6.00000000;6.00000000;13.10000000
786.97275990;-2346.57245000;6.00000000;6.00000000;13.20000000
780.15222720;-2346.99617000;6.00000000;6.00000000;13.30000000
773.33696970;-2347.64821000;6.00000000;6.00000000;13.40000000
766.52878430;-2347.71988000;6.00000000;6.00000000;13.60000000
759.73026640;-2346.85076000;6.00000000;6.00000000;13.80000000
752.92303230;-2346.18968000;6.00000000;6.00000000;13.90000000
746.12086570;-2345.36979000;6.00000000;6.00000000;14.00000000
739.31882620;-2344.54990000;6.00000000;6.00000000;14.20000000
732.51673060;-2343.73001000;6.00000000;6.00000000;14.30000000
725.72185130;-2342.81969000;6.00000000;6.00000000;14.50000000
718.93600120;-2341.79595000;6.00000000;6.00000000;14.60000000
712.15015610;-2340.77222000;6.00000000;6.00000000;14.70000000
705.36431580;-2339.74848000;6.00000000;6.00000000;14.90000000
698.57847990;-2338.72490000;6.00000000;6.00000000;15.00000000
691.79264940;-2337.70117000;6.00000000;6.00000000;15.10000000
685.00682380;-2336.67744000;6.00000000;6.00000000;15.30000000
678.22086570;-2335.65371000;6.00000000;6.00000000;15.40000000
671.43518680;-2334.63014000;6.00000000;6.00000000;15.60000000
664.64937590;-2333.60642000;6.00000000;6.00000000;15.80000000
657.86357000;-2332.58269000;6.00000000;6.00000000;16.00000000
651.07776890;-2331.55897000;6.00000000;6.00000000;16.10000000
644.29107620;-2330.54621000;6.00000000;6.00000000;16.30000000
637.49511310;-2329.65010000;6.00000000;6.00000000;16.40000000
630.69834420;-2328.75400000;6.00000000;6.00000000;16.60000000
623.90198570;-2327.85790000;6.00000000;6.00000000;16.70000000
617.10563210;-2326.96180000;6.00000000;6.00000000;16.80000000
610.30928340;-2326.06570000;6.00000000;6.00000000;17.00000000
603.51293970;-2325.16961000;6.00000000;6.00000000;17.10000000
596.71660090;-2324.27351000;6.00000000;6.00000000;17.30000000
591.35440670;-2323.62727000;6.00000000;6.00000000;17.40000000
585.99221620;-2322.98086000;6.00000000;6.00000000;17.60000000
580.63002810;-2322.33462000;6.00000000;6.00000000;17.70000000
575.26784320;-2321.68837000;6.00000000;6.00000000;17.80000000
569.91663570;-2320.95881000;6.00000000;6.00000000;17.90000000
564.69974040;-2319.21052000;6.00000000;6.00000000;18.10000000
559.46274560;-2317.58272000;6.00000000;6.00000000;18.20000000
554.17472250;-2316.24924000;6.00000000;6.00000000;18.30000000
548.88713580;-2314.91592000;6.00000000;6.00000000;18.40000000
543.59955180;-2313.58260000;6.00000000;6.00000000;18.50000000
538.31197120;-2312.24912000;6.00000000;6.00000000;18.70000000
533.02439280;-2310.91581000;6.00000000;6.00000000;18.80000000
527.73681770;-2309.58234000;6.00000000;6.00000000;18.90000000
522.44317980;-2308.29346000;6.00000000;6.00000000;19.00000000
517.13070990;-2307.14266000;6.00000000;6.00000000;19.20000000
511.81824340;-2305.99171000;6.00000000;6.00000000;19.30000000
506.50586570;-2304.84091000;6.00000000;6.00000000;19.40000000
501.19331850;-2303.68997000;6.00000000;6.00000000;19.50000000
495.88086010;-2302.53917000;6.00000000;6.00000000;19.70000000
490.56763750;-2301.38822000;6.00000000;6.00000000;19.80000000
485.25595260;-2300.23744000;6.00000000;6.00000000;19.90000000
479.95255710;-2299.03497000;6.00000000;6.00000000;20.00000000
474.79179420;-2297.01988000;6.00000000;6.00000000;20.10000000
469.63106430;-2295.00494000;6.00000000;6.00000000;20.30000000
464.47027470;-2292.98986000;6.00000000;6.00000000;20.40000000
459.30951800;-2290.97492000;6.00000000;6.00000000;20.50000000
454.14876360;-2288.95999000;6.00000000;6.00000000;20.60000000
448.92420210;-2287.26975000;6.00000000;6.00000000;20.70000000
443.66488680;-2285.75659000;6.00000000;6.00000000;20.80000000
438.56930070;-2283.55606000;6.00000000;6.00000000;20.80000000
433.59165680;-2280.86017000;6.00000000;6.00000000;20.90000000
428.61401430;-2278.16428000;6.00000000;6.00000000;20.90000000
423.63637340;-2275.46840000;6.00000000;6.00000000;21.00000000
418.65873400;-2272.77252000;6.00000000;6.00000000;21.10000000
413.68109550;-2270.07680000;6.00000000;6.00000000;21.10000000
408.70345920;-2267.38092000;6.00000000;6.00000000;21.20000000
403.72582430;-2264.68505000;6.00000000;6.00000000;21.20000000
398.74772110;-2261.98933000;6.00000000;6.00000000;21.30000000
393.77055850;-2259.29347000;6.00000000;6.00000000;21.30000000
388.79292820;-2256.59761000;6.00000000;6.00000000;21.40000000
383.81250430;-2253.91115000;6.00000000;6.00000000;21.40000000
378.78218670;-2251.39014000;6.00000000;6.00000000;21.50000000
373.80531670;-2248.71466000;6.00000000;6.00000000;21.50000000
369.03572500;-2245.43209000;6.00000000;6.00000000;21.60000000
364.26540250;-2242.14952000;6.00000000;6.00000000;21.70000000
359.49572680;-2238.86696000;6.00000000;6.00000000;21.90000000
354.72605170;-2235.58440000;6.00000000;6.00000000;22.00000000
349.95617190;-2232.30246000;6.00000000;6.00000000;22.00000000
345.12034960;-2229.19038000;6.00000000;6.00000000;22.10000000
340.28644050;-2226.07816000;6.00000000;6.00000000;22.10000000
335.45063830;-2222.96609000;6.00000000;6.00000000;22.20000000
330.61546270;-2219.85387000;6.00000000;6.00000000;22.20000000
325.88433850;-2216.48781000;6.00000000;6.00000000;22.20000000
321.25149930;-2212.88178000;6.00000000;6.00000000;22.20000000
316.61866020;-2209.27575000;6.00000000;6.00000000;22.10000000
311.98582070;-2205.66989000;6.00000000;6.00000000;22.10000000
307.35298200;-2202.06387000;6.00000000;6.00000000;22.10000000
302.72014290;-2198.45801000;6.00000000;6.00000000;22.20000000
298.08458580;-2194.85801000;6.00000000;6.00000000;22.40000000
293.44624000;-2191.26433000;6.00000000;6.00000000;22.50000000
288.80789390;-2187.67080000;6.00000000;6.00000000;22.70000000
284.16954860;-2184.07713000;6.00000000;6.00000000;22.80000000
279.53120340;-2180.48346000;6.00000000;6.00000000;22.90000000
274.89286570;-2176.88980000;6.00000000;6.00000000;22.90000000
270.25451320;-2173.29629000;6.00000000;6.00000000;23.00000000
265.61616870;-2169.70264000;6.00000000;6.00000000;23.00000000
260.97782440;-2166.10898000;6.00000000;6.00000000;23.00000000
256.33986570;-2162.51549000;6.00000000;6.00000000;23.00000000
251.70660220;-2158.90982000;6.00000000;6.00000000;23.00000000
247.10811650;-2155.22850000;6.00000000;6.00000000;23.00000000
242.57957150;-2151.40295000;6.00000000;6.00000000;23.00000000
238.13814650;-2147.40300000;6.00000000;6.00000000;22.90000000
233.69595340;-2143.40290000;6.00000000;6.00000000;22.80000000
229.25386570;-2139.40280000;6.00000000;6.00000000;22.70000000
224.81157340;-2135.40270000;6.00000000;6.00000000;22.50000000
220.36938670;-2131.40261000;6.00000000;6.00000000;22.30000000
215.92719950;-2127.40252000;6.00000000;6.00000000;22.30000000
211.48501190;-2123.40243000;6.00000000;6.00000000;22.20000000
207.04346110;-2119.40236000;6.00000000;6.00000000;22.10000000
202.60086570;-2115.40228000;6.00000000;6.00000000;22.10000000
198.15844530;-2111.40236000;6.00000000;6.00000000;22.20000000
193.87186570;-2107.11745000;6.00000000;6.00000000;22.30000000
189.58718990;-2102.83040000;6.00000000;6.00000000;22.30000000
185.30218000;-2098.54335000;6.00000000;6.00000000;22.20000000
181.01745870;-2094.25630000;6.00000000;6.00000000;22.00000000
176.73215720;-2089.96926000;6.00000000;6.00000000;22.00000000
172.44714430;-2085.68222000;6.00000000;6.00000000;22.10000000
168.16213030;-2081.39518000;6.00000000;6.00000000;22.10000000
163.87711520;-2077.10815000;6.00000000;6.00000000;22.00000000
159.59209910;-2072.82112000;6.00000000;6.00000000;22.00000000
155.30708190;-2068.53410000;6.00000000;6.00000000;22.10000000
151.16627290;-2064.01716000;6.00000000;6.00000000;22.10000000
147.16186570;-2059.28230000;6.00000000;6.00000000;22.00000000
143.15805720;-2054.54760000;6.00000000;6.00000000;21.80000000
139.15394670;-2049.81275000;6.00000000;6.00000000;21.50000000
135.14983420;-2045.07791000;6.00000000;6.00000000;21.40000000
131.14571920;-2040.34322000;6.00000000;6.00000000;21.20000000
127.14160270;-2035.60839000;6.00000000;6.00000000;21.10000000
123.13748420;-2030.87356000;6.00000000;6.00000000;21.00000000
119.13785360;-2026.13288000;6.00000000;6.00000000;20.90000000
115.51388550;-2020.89331000;6.00000000;6.00000000;20.80000000
111.89031890;-2015.65374000;6.00000000;6.00000000;20.70000000
108.26593990;-2010.41418000;6.00000000;6.00000000;20.60000000
104.81196700;-2005.01254000;6.00000000;6.00000000;20.40000000
102.17243520;-1998.83406000;6.00000000;6.00000000;20.30000000
100.38389410;-1992.28942000;6.00000000;6.00000000;20.20000000
99.76433767;-1985.24194000;6.00000000;6.00000000;20.00000000
99.16786212;-1978.19654000;6.00000000;6.00000000;19.90000000
100.57359180;-1971.34261000;6.00000000;6.00000000;19.70000000
101.97901710;-1964.48852000;6.00000000;6.00000000;19.50000000
103.21852920;-1957.58073000;6.00000000;6.00000000;19.40000000
104.83631160;-1950.84378000;6.00000000;6.00000000;19.30000000
107.03745060;-1944.36157000;6.00000000;6.00000000;19.20000000
109.23858360;-1937.87921000;6.00000000;6.00000000;19.10000000
111.43970960;-1931.39700000;6.00000000;6.00000000;19.00000000
113.64082910;-1924.91479000;6.00000000;6.00000000;18.90000000
115.84194270;-1918.43242000;6.00000000;6.00000000;18.80000000
118.04341650;-1911.95020000;6.00000000;6.00000000;18.70000000
120.24415000;-1905.46782000;6.00000000;6.00000000;18.60000000
122.44524380;-1898.98560000;6.00000000;6.00000000;18.50000000
124.64633430;-1892.50321000;6.00000000;6.00000000;18.50000000
126.84743390;-1886.02098000;6.00000000;6.00000000;18.60000000
129.04852750;-1879.53859000;6.00000000;6.00000000;18.60000000
131.24961400;-1873.05635000;6.00000000;6.00000000;18.70000000
133.45069470;-1866.57396000;6.00000000;6.00000000;18.70000000
135.77096150;-1860.16438000;6.00000000;6.00000000;18.80000000
138.10922790;-1853.76566000;6.00000000;6.00000000;18.80000000
140.44748750;-1847.36709000;6.00000000;6.00000000;18.90000000
142.78574140;-1840.96837000;6.00000000;6.00000000;18.90000000
145.12398920;-1834.56964000;6.00000000;6.00000000;19.00000000
147.46186570;-1828.17106000;6.00000000;6.00000000;19.30000000
149.80046550;-1821.77233000;6.00000000;6.00000000;19.40000000
152.13840680;-1815.37359000;6.00000000;6.00000000;19.40000000
154.47691750;-1808.97485000;6.00000000;6.00000000;19.50000000
156.69986570;-1802.50809000;6.00000000;6.00000000;19.70000000
158.79602160;-1795.96570000;6.00000000;6.00000000;19.90000000
160.89176770;-1789.42316000;6.00000000;6.00000000;20.10000000
162.98746880;-1782.88077000;6.00000000;6.00000000;20.30000000
165.08316390;-1776.33822000;6.00000000;6.00000000;20.40000000
167.17885230;-1769.79567000;6.00000000;6.00000000;20.50000000
169.27453350;-1763.25327000;6.00000000;6.00000000;20.60000000
171.37020860;-1756.71071000;6.00000000;6.00000000;20.60000000
173.23298920;-1750.07410000;6.00000000;6.00000000;20.70000000
174.29627250;-1743.11467000;6.00000000;6.00000000;20.70000000
175.35882150;-1736.15508000;6.00000000;6.00000000;20.70000000
176.42281570;-1729.19565000;6.00000000;6.00000000;20.80000000
177.48607520;-1722.23622000;6.00000000;6.00000000;20.80000000
178.54932720;-1715.27663000;6.00000000;6.00000000;20.80000000
179.24046620;-1708.29148000;6.00000000;6.00000000;20.80000000
178.75752560;-1701.22484000;6.00000000;6.00000000;20.80000000
178.27457630;-1694.15835000;6.00000000;6.00000000;20.80000000
177.79162020;-1687.09186000;6.00000000;6.00000000;20.80000000
177.30866340;-1680.02522000;6.00000000;6.00000000;20.80000000
176.82569790;-1672.95874000;6.00000000;6.00000000;20.80000000
176.21749220;-1665.92360000;6.00000000;6.00000000;20.90000000
174.71882690;-1659.11144000;6.00000000;6.00000000;20.90000000
173.15545950;-1652.33146000;6.00000000;6.00000000;20.90000000
170.87240980;-1645.91027000;6.00000000;6.00000000;21.00000000
168.58935380;-1639.48908000;6.00000000;6.00000000;21.00000000
166.30629160;-1633.06789000;6.00000000;6.00000000;21.00000000
163.60381800;-1626.94991000;6.00000000;6.00000000;21.00000000
160.73286570;-1620.95374000;6.00000000;6.00000000;21.00000000
157.86113960;-1614.95772000;6.00000000;6.00000000;21.00000000
154.98979260;-1608.96171000;6.00000000;6.00000000;21.00000000
152.11844040;-1602.96570000;6.00000000;6.00000000;21.00000000
149.24708370;-1596.96954000;6.00000000;6.00000000;21.00000000
145.99887060;-1591.42923000;6.00000000;6.00000000;21.00000000
142.27105050;-1586.40662000;6.00000000;6.00000000;21.00000000
139.01072120;-1580.76704000;6.00000000;6.00000000;21.00000000
135.75038780;-1575.12745000;6.00000000;6.00000000;20.90000000
132.49005020;-1569.48788000;6.00000000;6.00000000;20.80000000
129.22970790;-1563.84846000;6.00000000;6.00000000;20.70000000
125.93221280;-1558.24719000;6.00000000;6.00000000;20.70000000
122.56033210;-1552.72283000;6.00000000;6.00000000;20.60000000
119.18844760;-1547.19849000;6.00000000;6.00000000;20.50000000
115.81686570;-1541.67414000;6.00000000;6.00000000;20.40000000
112.44466710;-1536.14980000;6.00000000;6.00000000;20.40000000
109.10586570;-1530.59162000;6.00000000;6.00000000;20.30000000
105.84513560;-1524.95208000;6.00000000;6.00000000;20.20000000
102.58479940;-1519.31254000;6.00000000;6.00000000;20.10000000
99.32445898;-1513.67300000;6.00000000;6.00000000;20.00000000
96.06411447;-1508.03347000;6.00000000;6.00000000;20.00000000
92.80386573;-1502.39409000;6.00000000;6.00000000;19.90000000
89.54341249;-1496.75457000;6.00000000;6.00000000;19.80000000
86.28305557;-1491.11504000;6.00000000;6.00000000;19.70000000
83.02269451;-1485.47553000;6.00000000;6.00000000;19.70000000
79.76186573;-1479.83601000;6.00000000;6.00000000;19.60000000
76.50195946;-1474.19666000;6.00000000;6.00000000;19.50000000
73.24105531;-1468.55715000;6.00000000;6.00000000;19.40000000
69.98068917;-1462.91765000;6.00000000;6.00000000;19.20000000
66.72032013;-1457.27831000;6.00000000;6.00000000;19.10000000
63.46044027;-1451.63882000;6.00000000;6.00000000;18.80000000
60.20005027;-1445.99933000;6.00000000;6.00000000;18.60000000
56.85653301;-1440.44614000;6.00000000;6.00000000;18.40000000
53.46984049;-1434.93710000;6.00000000;6.00000000;18.10000000
50.08469141;-1429.42807000;6.00000000;6.00000000;17.90000000
46.69788685;-1423.91904000;6.00000000;6.00000000;17.80000000
43.31127924;-1418.41002000;6.00000000;6.00000000;17.70000000
39.92612386;-1412.90100000;6.00000000;6.00000000;17.50000000
36.53886573;-1407.39198000;6.00000000;6.00000000;17.40000000
33.15269911;-1401.88297000;6.00000000;6.00000000;17.20000000
29.76598360;-1396.37396000;6.00000000;6.00000000;17.00000000
26.38049192;-1390.86496000;6.00000000;6.00000000;16.80000000
22.99424613;-1385.35596000;6.00000000;6.00000000;16.50000000
18.90387897;-1380.83247000;6.00000000;6.00000000;16.40000000
14.52623080;-1376.71098000;6.00000000;6.00000000;16.20000000
10.14858245;-1372.58933000;6.00000000;6.00000000;16.00000000
5.77131553;-1368.46785000;6.00000000;6.00000000;15.80000000
1.39328249;-1364.34637000;6.00000000;6.00000000;15.60000000
-2.98436858;-1360.22489000;6.00000000;6.00000000;15.40000000
-7.83647832;-1360.67305000;6.00000000;6.00000000;15.20000000
-12.89531895;-1363.11805000;6.00000000;6.00000000;14.90000000
-17.95440822;-1365.56304000;6.00000000;6.00000000;14.70000000
-23.01349567;-1368.00803000;6.00000000;6.00000000;14.50000000
-28.07258129;-1370.45302000;6.00000000;6.00000000;14.20000000
-33.13166507;-1372.89801000;6.00000000;6.00000000;14.00000000
-38.19074703;-1375.34299000;6.00000000;6.00000000;13.80000000
-43.24982716;-1377.78797000;6.00000000;6.00000000;13.50000000
-48.30890545;-1380.23295000;6.00000000;6.00000000;13.30000000
-53.36798192;-1382.67792000;6.00000000;6.00000000;13.10000000
-58.42705656;-1385.12290000;6.00000000;6.00000000;12.80000000
-63.48613427;-1387.56786000;6.00000000;6.00000000;12.60000000
-68.54520034;-1390.01283000;6.00000000;6.00000000;12.40000000
-73.60426895;-1392.45764000;6.00000000;6.00000000;12.10000000
-78.66313427;-1394.90260000;6.00000000;6.00000000;11.90000000
-83.72240175;-1397.34756000;6.00000000;6.00000000;11.70000000
-88.78146541;-1399.79252000;6.00000000;6.00000000;11.40000000
-93.83213427;-1402.26852000;6.00000000;6.00000000;11.20000000
-98.87913427;-1404.75349000;6.00000000;6.00000000;11.00000000
-103.92757920;-1407.23830000;6.00000000;6.00000000;10.70000000
-108.97513430;-1409.72326000;6.00000000;6.00000000;10.50000000
-114.02329480;-1412.20821000;6.00000000;6.00000000;10.30000000
-119.05923070;-1413.54411000;6.00000000;6.00000000;10.00000000
-124.05096590;-1410.89635000;6.00000000;6.00000000;9.90000000
-129.04322610;-1408.24860000;6.00000000;6.00000000;9.80000000
-134.03548480;-1405.60084000;6.00000000;6.00000000;9.70000000
-139.02774190;-1402.95309000;6.00000000;6.00000000;9.60000000
-144.02022600;-1400.30535000;6.00000000;6.00000000;9.40000000
-145.57137680;-1393.74826000;6.00000000;6.00000000;9.30000000
-147.32269910;-1387.04261000;6.00000000;6.00000000;9.30000000
-149.07402860;-1380.33696000;6.00000000;6.00000000;9.20000000
-150.82536530;-1373.63131000;6.00000000;6.00000000;9.00000000
-152.58704020;-1366.93042000;6.00000000;6.00000000;8.80000000
-154.36810390;-1360.23841000;6.00000000;6.00000000;8.60000000
-156.14917480;-1353.54641000;6.00000000;6.00000000;8.40000000
-157.93025330;-1346.85456000;6.00000000;6.00000000;8.20000000
-159.71133830;-1340.16256000;6.00000000;6.00000000;8.00000000
-161.49243050;-1333.47056000;6.00000000;6.00000000;8.00000000
-163.27355580;-1326.77872000;6.00000000;6.00000000;7.90000000
-165.05463670;-1320.08673000;6.00000000;6.00000000;7.90000000
-166.83575080;-1313.39489000;6.00000000;6.00000000;7.80000000
-168.61672070;-1306.70291000;6.00000000;6.00000000;7.80000000
-170.39799920;-1300.01092000;6.00000000;6.00000000;7.70000000
